,"<p>The government on Tuesday said it expected to spend less than Rs. 100 billion ($1.43 billion) on its first manned space mission to be launched by 2022, suggesting it is likely to be cheaper than similar projects by the United States and China.<br>India is cultivating a reputation as a low-cost space power, after the 2014 launch of an unmanned Mars mission at a cost of $74 million, or less than the budget of the Hollywood space blockbuster ""Gravity"" and a fraction of the $671 million the US space agency NASA spent on its MAVEN Mars mission.<br><br>The Indian manned mission, announced this month by Prime Minister Narendra Modi and to be led by the Indian Space Research Organisation (ISRO), will aim to send a three-member crew to space for five to seven days in a craft that will be placed in a low earth orbit of 300-400 km, the Department of Space said in a statement.<br><br>""ISRO has developed some critical technologies like re-entry mission capability, crew escape system, crew module configuration, thermal protection system, deceleration and floatation system, sub-systems of life support system etc required for this programme,"" the statement said.<br><br>ISRO Chairman K Sivan said the agency had ""perfected the engineering aspects of the mission"", although it was new to the field of bioscience - dealing with living beings.<br><br>Private agencies will also participate in the mission, and ISRO might consider collaborations with space agencies from ""friendly countries with advanced space programmes"", the statement added.<br><br>China first sent humans to space in 2003, becoming only the third country to have such capability after Russia and the United States.<br><br>China's Shenzhou program is secretively run through military and government agencies and its budget is not public. In 2003, officials said it had cost 18 billion yuan.<br><br>India's space programme has a total budget of around $4 billion, and PM Modi's government hopes recent satellite launches -- many on behalf of foreign governments -- would improve its prospects of winning a larger share of the more than $300 billion global space industry.<br><br>Earlier this month, NASA unveiled its analysis of data collected from lunar orbit by an Indian spacecraft. The findings marked the first time scientists confirmed by direct observation the presence of water on the moon's surface - in hundreds of patches of ice deposited in the darkest and coldest reaches of its polar regions.</p>","India's Manned Space Mission To Be Cheaper Than Projects By US, China"
,"<p>The port town of Trincomalee in Eastern Sri Lanka is known for its scenic beauty eminently  qualified to be featured in the National Geographic Channel.<br><br>But historically, it has been noted for something very different – its strategic value as a naval base.<br><br>Trincomalee’s  military value had been grasped by world powers from the time of the Portuguese in the 17 th.Century. The Dutch, British, French, Indians, Americans, and the Japanese have eyed it in succession.<br><br>As on date, India, US and Japan are making a beeline to Trincomalee  and trying to convince the Sri Lankan government to accept their presence in Sri Lanka’s interest,” citing a potential maritime security threat to it from expansionist China. This stems from the worry that China could threaten the present free and rule-based international maritime commerce in the Indo-Pacific region.”<br><br>In August , Trincomalee saw the USS Anchorage of the US Seventh Fleet with Marines on board drop anchor there to hold humanitarian” exercises with the Sri Lankan navy. Coinciding with the first ever visit by a Japanese Defense Minister to Sri Lanka (including Trincomalee), the Japanese sent a destroyer Ikazuchi  to berth there.<br><br>Asked why this is happening now, Sri Lanka’s leading maritime security expert, Adm.Dr.Jayanatha Colombage, said that with the Chinese exclusively ensconced in Hambantota port with a 70% stake and a 99 year lease on it, and having a container terminal at Colombo port also,  the only port of value still available in Sri Lanka is Trincomalee.<br><br><br>Trinco Port’s Advantages ::<br><br>Trincomalee port has many advantages, Adm. Colombage said. It has been universally recognized as one of the finest harbors in the world”. It was Admiral Nelson who said that for the first time in 1775 when he sailed into it from Madras as a young midshipman on board the Royal Navy frigate HMS Seahorse. Nelson was so enamored of Trincomalee that he named his last frigate Trincomalee.<br><br>Trincomalee port has a natural depth of 25 meters and does not have to be dredged. This is a huge advantage in comparison with Hambantota and Colombo ports,” Colombage said.<br><br>According to independent marine researcher, Howard Martenstyn, Trincomalee harbor with 2000 hectares, is ten times larger than Colombo harbor. During World War II, Trincomalee protected the British Seventh Fleet. This proved invaluable after the British lost their principal Asian naval base at Singapore in 1942.<br><br><br>Ideal for nuclear submarines ::<br><br>Trincomalee has immense significance in this age of nuclear weaponry and nuclear submarine-based missile systems also,  points out  Romesh Somasundaram, who has written on the strategic value of Trincomalee.  Given the depth of the harbor, nuclear submarines are able to dive low within the inner harbor,” he says.<br><br>Furthermore, Trincomalee has been functioning as naval base since colonial times. According to Martenstyn,  in the 18 th. Century, the British believed that from Trincomalee a strong naval force could secure control of India’s Coromandel Coast (the Tamil Nadu and Andhra Pradesh coastlines).<br><br>The Dutch had built a fort, and in the 20th. Century, the British built an airfield, a naval base, a naval dockyard  and also a huge oil storage facility with 101 giant oil tanks to supply both peacetime and wartime needs.<br><br>During World War II, the Japanese knew the role that Trincomalee was playing in the defense of British interests in Sri Lanka and the Bay of Bengal and bombarded it in 1942. Over 700 people were killed when carrier based Japanese aircraft struck in April 1942. Sri Lanka tasted its suicide attack when one of the Japanese bombers plunged into an oil tank setting it ablaze. The fire raged for a week melting the tank which had a one inch thick protective  steel wall.<br><br>Trincomalee is nearest to the countries on the shores of the  Bay of Bengal such as India (Southern and Eastern part of it),Bangladesh and Mynamar. Trincomalee commands the entrance to the Bay of Bengal which is now gaining economic and strategic importance with the entry of China as an economic power in Sri Lanka, Myanmar and Bangladesh, points out Adm.Colombage. Trincomalee rather than Hambantota is nearer  South East Asian ports ,he adds.<br><br>Somasundaram shows how a lot of Sri Lankan history revolved around control over Trincomalee. It was the Portuguese Admiral, Alfonso Albuquerque, who first saw the value of Trincomalee and made it part of his grand design of having bases in far flung areas to control the vast expanse of the Indian Ocean and protect Portugal’s maritime and imperial interests.<br><br>The Dutch took over Trincomalee from the Portuguese, beating the French to it though the latter had the sanction of the Kandyan King to possess Trincomalee. Subsequently, the British spent much time and energy seizing it from the Dutch.<br><br>In the 18th century, when the King of Kandy wanted to get rid of the oppressive Dutch, he sent word to the British in Madras  seeking help, and offering Trincomalee harbor as a bait.<br><br>Though the British wanted Trincomalee and sent emissary  John Pybus to the Kandyan court, they were reluctant to take on the Dutch because they were at peace with the Dutch in Europe at that time. This reticence led to bad relations between the Kandyan King and the British.<br><br>But by 1780, Britain itself was at war with Holland and also with the French. This time, every effort was made to seize Trincomalee from the Dutch.  When the British did seize Trincomalee, it became Britain’s first territorial possession in Sri Lanka.<br><br>Interestingly, Trincomalee was also the last place in the island they gave up. Although the British gave independence to Sri Lanka in 1948, they held on to the RAF base in Katunayake and the Royal Navy base in Trincomalee till 1957. The nationalist government of SWRD Bandaranaike had asked them to leave.<br><br><br>India Enters ::<br><br>By 1954, India was beginning to show an interest in Ceylon, albeit very tentatively. Somasundaram quotes an early Indian strategic thinker, R.R. Ramachandra Rao, as saying as early as in  1954, that India has very real interest in ensuring that no hostile power should establish itself in Ceylon (Sri Lanka)”.<br><br>More pointedly, Ramachandran Rao said: ” Foreign airstrips and naval control of Trincomalee would unbearably expose the Indian peninsula to air and sea bombardment and assault along her extensive coasts. Ceylon is within Indian defense area, at the very heart center of the Indian Ocean defense.”<br><br>In the 1980s, India feared encirclement by hostile forces. It had contradictions with China and the US, besides Pakistan. India feared that the pro-Western J.R. Jayewardene (JR) regime would soon make Sri Lanka a part of the anti-Indian Western alliance. India’s support for the minority Tamils in the island had alienated JR” from India.<br><br>To add to India’s fears, in 1985, JR  reminded British Prime Minister Margaret Thatcher that the Defense pact the British had signed with Sri Lanka in 1947 was still there, not having been abrogated formally.<br><br>These were among other reasons why India appended to the India-Sri Lanka accord of July 1987, an Exchange of Letters between President JR Jayewardene and Prime Minister Rajiv Gandhi which mentioned Trincomalee.<br><br>Through the letters, the two leaders agreed that: (1) Trincomalee or any other port of Sri Lanka, will not be made available for military use by any country in a manner prejudicial to India’s interests. (2) the work of restoring and operating the Trincomalee oil tank farm will be undertaken as a joint venture between India and Sri Lanka.<br><br>However, the tanks were handed over to India only in 2003 in exchange for supporting the Norwegian-brokered peace process in Sri Lanka to end the war with the separatist Tamil militants.<br><br>India has now been offered to chance to join Japan in developing the Trincomalee harbor and partner Singapore and Japan in developing the hinterland as an Economic Zone.</p>","Why are the US, Japan and India making a beeline for Trincomalee?"
,"<p>Four policemen were killed in a militant attack and three weapons looted in south Kashmir district of Shopian on Wednesday, official sources said.<br><br>They said that militants fired at the escort of Deputy Superintendent of Police (DySP) headquarters Shopian at Arhama on Wednesday afternoon, resulting in injuries to four policemen.<br><br>""The injured were immediately taken to a hospital where they succumbed,"" they said.<br><br>They said the escort part had gone to Arhama to repair a police vehicle.<br><br>""The militants after the attack, also decamped with three rifles,"" they said.<br><br>""Security forces have been rushed and a search operation has been launched to nab the attackers,"" they added.<br><br>The slain policemen have been identified as Mohammad Iqbal, Javaid Ahmad, Adil Ahmad and Ishfaq Ahmad.</p>","Four policemen killed in militant attack in Shopian, three weapons looted"
,"<p>India’s Defence Research and Development Organization (DRDO) wants to sell tech that it says it has developed for a `super radar’ for fighter jet aircraft and has asked the Indian Industry to submit proposals for transfer of technology (ToT). <br><br>The Electronics and Radar Development Establishment (LRDE) has said that it is ready with its “Active Electronically Scanned Array Radar (AESAR)” technology and has four licenses to offer to the Indian industry. The lab has asked interested companies to submit their profiles to apply for the project.<br><br>The AESAR is a key requirement for all future jet fighter purchases by India, with efforts also on to integrate it to the indigenous Light Combat Aircraft (LCA) Tejas that are on order by the Indian Air Force. In a recent note, DRDO has said that its fire control Radar can be configured for use on any fighter class aircraft and has sought Expression of Interest (EOI) from prospective bidders. <br><br>“Active phased array technology in the Radar enables user to achieve high mission reliability with multi-target tracking capability. The radar operational modes are designed to assist the fighter pilot in the execution of various combat missions in air-to-air, air-to-ground and air-to-sea operations,” the DRDO note says. <br><br>AESA radars are at the heart of modern fighter aircraft and are integrated on all cutting edge jets like the Dassault Rafale and Boeing F/A 18 besides the fifth generation F 22 and F 35 fleet. These radars enable jets to detect enemy targets from a standoff distance without getting exposed. They can also track and target multiple threats simultaneously, giving one jet the ability to take down several targets. An AESA radar will also be a defining parameter for the upcoming contest to supply 110 fighter jets to India under a Make in India scheme. <br><br>Israeli company ELTA is equipping 58 of the Indian Air Force Jaguar jets with AESA radars as part of the upgrade plan. No other Indian Air Force fighter had the AESA radar yet but India is processing a global tender for AESA radars for a new fleet of 83 LCA MK 1A fighters for which also ELTA has been down selected. <br><br>The integration of an AESA radar was a key parameter for the air force to clear the order for 83 LCA Mk 1A fighters, after years of blocking the indigenous fighter on concerns that it would not be combat worthy. </p>","DRDO wants to sell super radar technology for fighter jets to industry, invites applications"
,"<p>India’s first manned space mission-Gaganyaan- is expected to take three Indians into space for seven days and the spacecraft will be placed in low earth orbit of 300-400 km. <br><br>The Minister Of State for Atomic Energy and Space, Jitendra Singh,  gave the details yesterday saying two unmanned Gaganyaan missions will be undertaken prior to sending humans.<br><br>""The total programme is expected to be completed before 2022 with the first unmanned flight within 30 months. The mission will aim to send a three-person crew to space for a period of seven days. The spacecraft will be placed in a low earth orbit of 300-400 km. The programme is expected to cost less than Rs. 10,000 crore,"" Singh was quoted by NDTV.<br><br>Ever since the launch of  Mangalyaan in 2013, Indian Space Research Organisation  (ISRO) has seen an unprecedented rise in popularity and now it’s being counted in the league of NASA and European Space Agency (ESA). ISRO too seeks to add to this repute and has planned back to back 19 missions to be launched till March next year.<br><br>Indeed ISRO’s effort need to be hailed and appreciated, India has set other goals too for itself and it’s working towards achieving these goals.<br><br><br>Here are some of the major goals likely to be achieved by India in the decade to come.<br><br>1. Military modernisation and manufacturing hub ::<br><br>India has spent USD 100 billion in last one decade to buy 65 per cent of its defence equipment and unless the government works towards a goal of producing military equipment within the country, the cost of acquiring the weapons cannot be reduced drastically.<br><br>Now, keeping this in mind, the government will come out with a major policy next month outlining a roadmap to build a robust defence production industry with an objective to make India one of the top five producers of the military equipment globally. <br><br>According to PTI, the Defence Production Policy (DPP-2018) will lay focus on investing adequate resources to develop critical technology for manufacturing defence equipment including fighter jets, attack helicopters and weaponry. <br><br>According to the draft policy, the government aims to achieve a turnover of Rs 1,70,000 crore in military goods and services by 2025.<br><br><br>2. Health Insurance Scheme ::<br><br>Though India has failed miserably in proving adequate health infrastructure to its people. whether it's the doctor-patient ratio deficit which is alarming or paucity of other necessities like beds in hospitals, CHCs, PHCs, district hospitals, the state of health infrastructure is in jeopardy.  <br><br>The Centre has come out with a policy to provide Health insurance to 10 crore poor families with a cover of Rs 5 lakhs.  Ayushman Bharat-National Health Protection Mission  (AB-NHPM), is the most ambitious scheme of the government until now which promises to give health cover of up to five lakhs to 10 crore poor families yearly.<br><br>The ministry for health and family welfare has signed an agreement with the skill development ministry for recruitment, following which around one lakh ‘Ayushman Mitras’ will be deployed at private and government hospitals under the scheme, the official said. It also likely create 10,000 jobs.  The government is in hurry to roll out the scheme as general elections are approaching.<br><br><br>3. 227 GW of renewable energy ::<br><br>India has kept a target of generating 227 GW of renewable energy by 2022. India had earlier kept a target of 175 GW earlier,  but after a slew of schemes were started the target has been revised. One of the major initiatives is the International Solar Alliance is India’s initiative. With 19 countries already ratifying its framework and a total of 121 countries situated between Tropics of Cancer and Capricorn being a part of it, India seems to be taking lead in fighting against the carbon emissions cause environmental haemorrhage.<br><br>“The ISA is an Indian initiative, jointly launched by the Prime Minister of India, Shri Narendra Modi and the President of France on 30th November 2015 in Paris, on the sidelines of COP-21, the UN Climate Conference. It aims at addressing obstacles to deployment at the scale of solar energy through better harmonization and aggregation of demand from solar rich countries lying fully or partially between the Tropic of Cancer and Tropic of Capricorn,” the Indian government has said in a statement.<br><br><br>4. Higher Education to 40 million by 2020 ::<br><br>India has an ambitious target of providing higher education to 40 million people. The government targets to achieve Gross Enrolment Ration of 30 percent for higher education by 2020 to create more skilled professionals. The education industry in India is estimated to reach US$ 144 billion by 2020 from US$ 97.8 billion in 2016. <br><br><br>5. Eliminate TB by 2025 ::<br><br>The government has set a target of eliminating tuberculosis from India by 2025 which is five years ahead of the global target. Elimination of TB refers to less than one case of TB for a population of 10 lakh by 2025 as for World Health Organisation (WHO) recommendations.<br><br>TB India annual report 2017, the incidence of TB has reduced from 289 per lakh per year in 2000 to 217 per lakh per year in 2015. The mortality due to TB has reduced from 56 per lakh in 2000 to 36 per lakh in 2015, which is not a great improvement which makes the government unlikely to achieve the target.</p>","Indian In Space, A Defence Hub, And Other Major Projects That India Wants To Finish ASAP!"
,"<p>As you read this Wednesday morning, a senior General of the Indian Army is slated to be airdropped alongside a Pakistani officer at a beautiful lakeside town called Chebarkul in Russia’s Ural mountains. He will be accompanied by a Chinese counterpart and six others from Russia and Central Asian countries.<br><br>Lieutenant General Satish Dua is the Chief of Integrated Defence Staff to the chairman, Chiefs of Staff Committee (CISC). He will be the first officer of his rank to watch his troops of the 5 Rajput battalion as well as two teams of paratroopers from the Indian Army and crew from the Indian Air Force operate alongside a contingent of Pakistan’s Special Services Group (SSG) — a special force to which former dictator Pervez Musharraf belonged too — and a Chinese motorised company, besides Russian troops.<br><br><br>Under siege ::<br><br>In the latest edition of the Shanghai Cooperation Group’s (SCO’s) exercise ‘Peace Mission’, the first involving Indian, Pakistani and Chinese troops, the forces will simulate an attack on a mountain that is the designated target. It is a town held hostage by terrorists.<br><br>The scenario is vaguely akin to what has been witnessed in Syria, say, Aleppo, where pockets of the ancient city were held to ransom by the Islamic State terror group till a few months back.<br><br>The exercises have been on since 22 August in three phases: Consultations, preparations and execution. Their climax Wednesday and Thursday envisages a combined land-air attack.<br><br>The Indian troops will be flown in a Russian Ilyushin-76 transporter, and Russian Mi-75 helicopters and gunships will mount a joint attack on a mountain in support of ground forces.<br><br>Such a new India-Pakistan-China scenario does not end here. It is likely to evolve.<br><br>Thursday, 30 August, the navies of the three countries are scheduled to converge alongside those from 24 other nations, on Darwin, Australia. India’s frigate, the INS Sahyadri, has set sail from Suva, Fiji.<br><br>The INS Sahyadri was participating in the Rim of the Pacific (RIMPAC) wargames — the largest of its kind in the world, hosted by the US — just before this. China was “disinvited” from the RIMPAC drills, with the US withdrawing its invitation because of tensions in the South China Sea.<br><br>Australia will be hosting its biennial international maritime exercise ‘Kakadu’ till 15 September. China has been invited for the first time.<br><br><br>Of pappis, jhappis and border peace ::<br><br>By accident or design, India and Pakistan have by and large stuck to the ceasefire along the Line of Control in Jammu &amp; Kashmir for almost 10 days now. Reports of Chinese and Indian patrols going eye-to-eye have also quieted down. Chinese defence minister General Wei Fenghe was in New Delhi last week where he met Prime Minister Narendra Modi and defence minister Nirmala Sitharaman.<br><br><br>So what is happening?<br><br>When many in India are livid over Punjab minister Navjot Singh Sidhu’s jhappis in Islamabad during Pakistan Prime Minister Imran Khan’s swearing-in, the Indian military, arguably the institution most respected by the public, is suddenly engaging China and Pakistan in friendly games.<br><br>These games have included playing volleyball, marching and firing together, and will most likely end with a party on a sandy beach in northern Australia.<br><br>From the northern hemisphere to the southern, usual foes are swinging in a breathless pappi-jhappi across the Equator.<br><br>Just days since firing across the Line of Control peaked and exactly a year after the Doklam face-off, such a turn of events is stupefying to the hardline.<br><br>“A first! Indian army and Pakistan Army fight on the same side in SCO exercise underway in Russia,” tweeted Lt General Dua (@TheSatishDua), shortly after landing in Moscow and before leaving for Chelyabinsk.<br><br>“From here (Moscow) we all go to attend SCO exercise (in) Chebarkul,” he wrote again  Tuesday.<br><br>Captain Shantanu Jha, commanding officer of the INS Sahyadri, is yet to express his sentiments.<br><br><br>The price of hostility ::<br><br>It is possible that for New Delhi, heading into an election season, the symbolism of meetings among the militaries may mark the beginning of a realisation that spiraling hostility yields less political capital than was earlier desired.<br><br>It is still too early to say that the ceasefire will continue to hold or a Doklam will not be repeated. If a peace dividend is possible in Kashmir for the time being, it is equally possible that a wavering Bhutan has instilled a dose of realism in the China policy. In India’s neighbourhood, The Maldives have already signaled this.<br><br>It is less likely that India is shifting gears in a world order that is not defined by Trumpism alone.<br><br>Next week (6 September), India and the US are scheduled to hold their maiden ‘2 + 2’ dialogue, named thus because it will involve joint dialogues between the defence and foreign ministers, in New Delhi.<br><br>The life of the newfound bonhomie among familiar adversaries may last only till the next call of the cockatoo, Kakadu.</p>","The militaries of nuclear-armed India, Pakistan, China are suddenly friendly. Why?"
,"<p>India will not completely halt Iranian oil imports and will finalise its strategy on crude purchases from Tehran after a meeting with top U.S. officials next week, a senior government official said. U.S. Secretary of State Mike Pompeo and Defense Secretary Jim Mattis will hold high-level talks with India’s Foreign Minister Sushma Swaraj and Defence Minister Nirmala Sitharaman on Sept. 6, in what is known as a 2+2 dialogue.<br><br>“Definitely we are not going to zero” (purchases), said the official, who has direct knowledge of India’s oil purchase policy and did not wish to be identified. When asked if more clarity on India’s Iranian oil purchases would emerge after the dialogue, the official said “yes, that is the highest level of meeting we will have with the U.S.”<br><br>The United States is pushing all countries to halt oil imports from Iran after President Donald Trump withdrew from a 2015 deal between Iran and six world powers and ordered a re-imposition of sanctions on Tehran. India, Iran’s top oil buyer after China, has so far not decided on the size of any cut to Iranian imports and continues to seek a waiver from the United States.<br><br>Trump has threatened that anyone trading with Iran will not do business with America. U.S. sanctions on Iran’s energy sector are set to be re-imposed after a 180-day “wind-down period” ending on Nov. 4. Several countries that were involved in the 2015 nuclear deal had attempted to lessen the blow of fresh sanctions on Iran, and urged their firms not to pull out. But that has proven difficult: several European companies have cut ties with Iran, arguing they cannot risk losing their U.S. business as the sanctions deadline approaches.<br><br>India has already asked its refiners to prepare for a drastic reduction in imports of crude from Tehran from November, sources told Reuters in June. New Delhi has so far not committed to complying fully with the new U.S. sanctions, but is prepared to cut Iran oil imports to protect its wider exposure to the U.S. financial system. During the previous round of sanctions, India was one of the few countries that continued to buy Iranian oil, although it had to reduce imports as shipping, insurance and banking channels were choked off due to the European and U.S. sanctions.</p>","Despite Donald Trump’s warning, India may not completely halt Iran oil imports; here’s what it plans to do"
,"<p>Pakistan's Minister for Human Rights Shireen Mazari has said that the Pakistan Tehreek-e-Insaf (PTI) government in Islamabad is preparing a proposal to resolve the Kashmir conflict and will present it to the cabinet ministers.<br><br>""The Pakistan Tehreek-e-Insaf government will prepare a proposal on resolving the Kashmir conflict within one week and present it in the cabinet. They will also discuss the issue with other stakeholders. The proposal is almost ready and we hope that it is considered soon,"" said Mazari.<br><br>Before her current position in the government, Mazari was the director general of the Institute of Strategic Studies, a think tank on defence and security issues, and also served as a professor in Quaid-e-Azam University, Islamabad.<br><br>External Affairs Minister (EAM) Sushma Swaraj is also likely to meet her Pakistani counterpart Shah Mehmood Qureshi on the sidelines of the United Nations General Assembly's (UNGA) in New York next month.<br><br>In his first speech after winning the July 25 general elections, Pakistan Prime Minister Imran Khan had said that Pakistan is ready to improve its ties with India and the blame game between the two neighbours, detrimental to the sub-continent, should come to a stop.<br><br>“If they take one step towards us, we will take two, but at least (we) need a start,” Khan had said in his first public address.<br><br>Khan also said that he was very disappointed with the Indian media which had projected him like a ""Bollywood villain"" in recent weeks.<br><br>Experts, however, have pointed out that there is very little possibility of any improvement in New Delhi's ties with Islamabad under Imran Khan as he has been ""propped"" by the Pakistani military.<br><br>The India-Pakistan ties nose-dived in recent years with no bilateral talks taking place.<br><br>The ties between the two countries had strained after the terror attacks by Pakistan-based groups in 2016 and India's surgical strikes inside Pakistan-occupied Kashmir. The sentencing of alleged Indian spy Kulbhushan Jadhav to death by a military court in April last year further deteriorated bilateral ties.<br><br>The two sides often accuse each other of ceasefire violations along the Line of Control, resulting in civilian casualties.​</p>","Imran Khan Govt 'Almost Ready' with Kashmir Plan, Says Pakistan Minister"
,"<p>The United States cannot guarantee that it will provide India a waiver from sanctions if it purchases major weapon and defence systems from Russia, a top Pentagon official said on Wednesday, ahead of a high-level dialogue between Washington and New Delhi. The United States has imposed sweeping sanctions on Russia, under which any country engaged with its defence and intelligence sectors could face secondary US sanctions. However, a new defence bill gives the president the authority to grant waivers in case of national security interests.<br><br>Randall Schriver, the Pentagon’s top Asia official, said there was an “impression that we are going to completely protect the India relationship, insulate India from any fallout from this legislation no matter what they do”. Media reports from the region have suggested that India would get a waiver.<br><br>“I would say that is a bit misleading. We would still have very significant concerns if India pursued major new platforms and systems (from Russia),” Schriver said at a think tank event. “I can’t sit here and tell you that they would be exempt, that we would use that waiver, that will be the decision of the president if he is faced with a major new platform and capability that India has acquired from Russia,” he added.<br><br>The Indian embassy in Washington did not immediately respond to a request for comment. US Defence Secretary Jim Mattis has publicly been a strong proponent of granting India waivers. The United States is concerned about India’s planned purchase of Russian S-400 surface-to-air missile systems, Schriver said. Russia has said it expects to sign a deal with India later this year on the sale.<br><br>On Tuesday, Mattis said the United States was also concerned about Turkey’s purchase of the Russian missile defense system, which cannot be integrated into NATO. Schriver said the United States was willing to talk to India about potential alternatives.<br><br>Senior US officials are expected to go to India next week for high-level talks, agreed upon by US President Donald Trump and Indian Prime Minister Narendra Modi last year. The meeting was originally planned for April but was postponed after Trump fired Rex Tillerson as secretary of state. Washington put off the meeting for a second time in June.</p>","India not guaranteed US sanctions waiver for Russian missiles, says Pentagon official"
,"<p>As the indigenous Airborne Early Warning and Control System (AEW&amp;CS)—aircraft fitted with a radar system—flew over the Rajpath during the 2017 Republic Day parade, India joined an elite group of five countries that had this capability. But, before it could be formally inducted into the Air Force fleet, the ‘Eye in the Sky’ has flown into turbulence.<br><br>A report by the Comptroller and Auditor General, which was recently tabled in Parliament, has made startling observations about the programme, on which the Defence Research and Development Organisation has spent more than Rs 2,500 crore.<br><br>The CAG report showed irregularities in the selection of aircraft for the programme. The auditor slammed the DRDO for the cost overrun—the initial cost was Rs 1,800 crore—and its claims about indigenousness. Moreover, preferred vendors were selected to benefit certain companies, said the report. Though the Air Force had accepted the AEW&amp;CS last year, it is yet to get the final operational clearance.<br><br>The AEW&amp;CS is a moving surveillance platform, making it difficult for the enemy to locate the exact position of the aircraft. With its long range and detection capabilities, it gives a 360 degree view of the sky and can track many aircraft simultaneously.<br><br>China currently has 20 such airborne warning systems, while Pakistan has eight. The Indian Air Force has only three—Israeli Phalcon radar systems mounted on Russian IL-76 aircraft. India had bought the radar systems from Israel in 2004. According to experts, India currently does not have the capability to cover its entire airspace during a war.<br><br>A programme to develop an indigenous early warning system was taken up in 1994, but was shut down after a fatal crash. Subsequently, the defence ministry in 1999 approved the import of three airborne warning systems (the ones from Israel) and decided to meet further requirement through indigenous development.<br><br>In October 2004, the cabinet committee on security approved indigenous development of AEW&amp;CS at a cost of Rs 1,800 crore. The deadline was April 2011. Under the project, two AEW&amp;CS were to be supplied to the Air Force. DRDO’s Bengaluru-based laboratory, Centre for Air Borne Systems (CABS), was the nodal agency for design and development.<br><br>Considering the operational importance of this project, the CAG carried out an audit to know whether the system had everything that was promised. K. Subramaniam, principal director of audit, Air Force, recently sent the classified report to Dr S. Christopher, the then secretary of the Department of Defence Research and Development—which found serious irregularities in the programme.<br><br>The report has come down heavily on the programme over its claim of indigenousness. Despite the project being called home made, it was only 48 per cent indigenous. The DRDO had claimed it to be 81 per cent. And, the cost of foreign consultancy, about Rs 106 crore, was categorised as indigenous.<br><br>The CAG’s observations draw strength from the ongoing CBI investigation into alleged kickbacks in the process of selecting the aircraft. The Embraer EMB-145 aircraft from Brazil was shortlisted for the project in 2007. However, Brazilian media reported that Indian officials were bribed to swing the deal in Embraer’s favour. In 2016, the CBI registered a case against NRI arms dealer Vipin Khanna and two private companies based abroad. The case was about the alleged payment of more than $5.70 million as kickbacks to seal the deal for the aircraft.<br><br>The CAG report also pointed out inadequacies in management, which stretched the development period to 13 years. “And, the operational requirements, instead of being based on the functional needs of the Air Force, were being adjusted according to the aircraft that was ‘pre-selected’. It took seven years to finalise the operational requirements,” said the report.<br><br>During the design and development stage, some operational parameters were compromised because of the Embraer’s limitations. Also, there was no competitive bidding while selecting the aircraft. The Embraer was shortlisted through a nomination. Notably, several aircraft, such as the IL-76, and models from Gulfstream, Bombardier and Boeing were available at the time.<br><br>“The justification given for the selection of EMB-145 was not tenable,” the CAG observed. “No objective assessment of the merits and demerits of available options was done. The selection of EMB-145 was arbitrary and based on preconceived preference.”<br><br>Initial operational requirements stipulated that the system should be able to operate from high-altitude locations like Leh to have a much deeper view into the Chinese army’s activities. As the EMB-145 was incapable of doing so, claims the report, the Air Force had to drop this requirement in February 2006.<br><br>The report also said that the Air Force officials working with the DRDO reiterated that Embraer was not the suitable aircraft.<br><br>The CAG also criticised the project for the way the pilots were trained. “From the scrutiny of the expenditure on training, the audit found that the training commenced in June 2007. At this point, the procurement contract for EMB-145 was yet to be awarded and negotiations were underway between the CABS and M/s Embraer. Therefore, training of pilots on an aircraft even before finalising its purchase is highly unjustified,” CAG pointed out. Six pilots were trained abroad at a cost of Rs 23 crore.<br><br>Of the 18 requirements specified by the Air Force, AEW&amp;CS could not fully achieve ten important ones. Despite this, the Air Force accepted the first system in February 2017.<br><br>“Since EMB-145 was selected, the weight of the mission system had to be adjusted to the optimum payload capacity of EMB-145, which was 3,000kg. The radar along with its associated systems, which was to be mounted on the fuselage, had to be limited to 1,500 kilos due to structural limitations,” the CAG said.<br><br>The probable date of completion was revised four times and the final date of completion was extended by over six years, said the report. The Air Force kept changing its requirements. In the middle of the programme, the Air Force demanded air-to-air refuelling and a de-icing system. It led to a delay of nearly two years.<br><br>Christopher, who was the head of CABS, said the repeated modifications in the operational requirement by the Air Force played a major role in the delay of the project. “It is all recorded in official documents and no one can find fault with me for it,” he said. “However, I believe that operational requirements is a prerogative of the user and you, as a developer of the equipment, cannot challenge it.”<br><br>Regarding the aircraft, he said, “Embraer was a well-proven aircraft. The decision to buy Embraer was taken in consultation with the then IAF chief S. Krishnaswamy. Four countries were using this platform as AWACS—the generic term for such a system. Moreover, the IAF decided that it has to be a turbo jet, not propellant. Turbo engine gives them the desired speed and efficiency.”<br><br>When contacted, Krishnaswamy said the selection of aircraft was purely DRDO’s decision. “The IAF was using Embraer for its VVIP fleet and thought of commonality if it is selected for AEW&amp;CS. Since AEW&amp;CS was DRDO’s project and budget was allocated to them, the final decision for selecting aircraft was DRDO’s only,” he said, adding that any modification in the operational requirements was a collective decision of the Air Force and the DRDO. </p>",How a CAG report exposed DRDO's mishandling of AEW&CS programme
